lp	wojewodztwo	woj	powiat	pow	gmina	gmi	miasto	lok	ubiegal	operator	odpowiedz	termininw	innaodp	data
64160	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64161	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64162	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64163	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64164	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64165	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64166	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64167	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64168	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64169	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64170	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64171	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64172	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64173	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64174	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64175	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64176	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64177	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64178	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64179	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64180	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64181	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64182	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64183	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64184	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64185	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64186	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64187	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64188	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64189	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64190	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64191	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64192	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64193	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64194	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64195	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64196	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64197	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64198	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64199	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64200	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64201	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64202	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64203	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64204	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64205	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64206	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64207	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64208	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64209	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64210	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64211	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64212	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64213	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64214	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64215	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64216	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64217	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64218	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64219	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64220	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64221	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64222	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64223	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64224	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64225	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64226	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64227	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64228	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64229	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64230	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64231	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64232	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64233	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64234	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64235	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64236	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64237	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64238	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64239	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64240	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64241	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64242	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64243	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64244	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64245	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64246	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64247	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64248	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64249	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64250	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64251	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64252	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64253	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64254	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64255	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64256	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64257	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64258	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64259	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64260	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64261	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64262	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64263	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64264	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64265	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64266	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64267	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64268	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64269	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64270	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64271	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64272	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64273	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64274	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64275	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64276	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64277	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64278	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64279	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64280	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64281	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64282	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64283	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64284	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64285	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64286	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64287	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64288	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64289	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64290	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64291	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64292	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64293	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64294	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64295	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64296	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64297	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64298	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64299	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64300	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64301	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64302	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64303	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64304	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64305	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64306	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64307	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64308	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64309	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64310	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64311	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64312	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64313	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64314	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64315	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64316	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64317	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64318	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64319	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64320	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64321	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64322	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64323	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64324	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64325	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64326	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64327	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64328	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64329	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64330	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64331	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64332	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64333	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64334	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64335	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64336	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64337	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64338	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64339	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64340	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64341	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64342	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64343	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64344	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64345	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64346	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64347	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64348	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64349	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64350	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64351	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64352	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64353	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64354	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
64355	ŁÓDZKIE	10	poddębicki	11	Uniejów (gmina miejsko-wiejska)	4	uniejów 		1	1	1	0		2016-07-29 01:07
